number,title,classification,timestamp,latitude,longitude,state
7023,Report 7023: Deer hunter has early morning sighting near Blaine,Class A,2005-02-09T12:00:00Z,38.02825,-82.83425,Kentucky
8517,Report 8517: Pedestrian has nighttime sighting along the Red River,Class A,2004-04-20T12:00:00Z,37.82708,-83.81139,Kentucky
8715,Report 8715: Motorist has nighttime sighting of animal along Interstate 75.,Class A,2005-02-02T12:00:00Z,38.528,-84.588,Kentucky
10556,Report 10556: Two miners have nighttime sighting near Louellen,Class A,1981-02-02T12:00:00Z,36.9265,-83.0452,Kentucky
11966,Report 11966: Ginseng hunters have daytime sighting near Blaine.,Class A,2003-07-03T12:00:00Z,38.02653,-82.83278,Kentucky
11998,Report 11998: Woman in parked car has nighttime sighting along the Ohio River,Class A,1996-11-15T12:00:00Z,37.75972,-87.96917,Kentucky
12641,Report 12641: Mussel poachers have night time encounter near Lake Barkley.,Class A,1996-10-15T12:00:00Z,36.82806,-88.15556,Kentucky
13289,Report 13289: Daytime sighting near Canton on State Route 164,Class A,2005-07-15T12:00:00Z,36.75139,-87.89472,Kentucky
18174,Report 18174: Small gorilla-type animal seen at dusk along the Laurel River near London,Class A,2005-07-20T12:00:00Z,37.0787,-83.95846,Kentucky
18297,Report 18297: Man recalls face to face childhood encounter near London,Class A,1991-04-15T12:00:00Z,37.06226,-83.9769,Kentucky
21142,Report 21142: Daylight sighting interrupts hunters at an old mining area near Earlington,Class A,1990-10-15T12:00:00Z,37.29395,-87.52757,Kentucky
22981,Report 22981: Motorcyclist has up-close sighting near Beech Grove,Class A,2006-07-12T12:00:00Z,37.6095,-87.344,Kentucky
23293,Report 23293: Tall creature with red eyes tries to hide from two boys near Chenoa,Class A,1982-10-15T12:00:00Z,36.67311,-83.85683,Kentucky
24131,Report 24131: Large bipedal animal strolls past home near the Daniel Boone National Forest,Class A,2006-12-22T12:00:00Z,37.49582,-83.89224,Kentucky
24674,Report 24674: BFRO Investigator videotapes encounter in Daniel Boone National Forest,Class A,2008-06-14T12:00:00Z,38.05703,-83.46259,Kentucky
24800,Report 24800: Woman remembers a shaggy white-haired creature watching her while she walked her dog outside Richwood,Class A,1994-07-15T12:00:00Z,38.90649,-84.67017,Kentucky
25242,Report 25242: Man recalls being chased by a sasquatch while riding his bike near Waco,Class A,1983-09-15T12:00:00Z,37.75745,-84.10435,Kentucky
26173,Report 26173: Daylight sighting while riding a 4-wheeler near Franklin,Class A,2007-08-15T12:00:00Z,36.68937,-86.45915,Kentucky
26605,Report 26605: Man recalls early morning sighting while squirrel hunting near Salyersville,Class A,1972-09-30T12:00:00Z,37.81144,-83.08006,Kentucky
27024,Report 27024: Late afternoon road crossing sighting by motorists near Masonville,Class A,2007-05-01T12:00:00Z,37.64966,-87.01657,Kentucky
27551,Report 27551: Late night encounter at a farm near Crab Orchard,Class A,2009-08-31T12:00:00Z,37.55156,-84.50035,Kentucky
27941,Report 27941: Man recalls his early morning sighting driving to work near Chloe,Class A,1994-04-18T12:00:00Z,37.42701,-82.48093,Kentucky
27955,Report 27955: Man recalls his sighting of a bigfoot near Lawrenceburg,Class A,1982-11-15T12:00:00Z,38.12912,-84.94009,Kentucky
28575,Report 28575: Bipedal creature observed on a cliff outside Pikeville,Class A,2005-04-15T12:00:00Z,37.47975,-82.5183,Kentucky
30198,Report 30198: Man tells of his two encounters 30 years apart,Class A,1983-08-01T12:00:00Z,38.1078,-82.73412,Kentucky
30673,Report 30673: Family endures confrontation while camping in front yard near Fort Knox,Class A,2007-09-15T12:00:00Z,37.96027,-86.11702,Kentucky
31368,Report 31368: Nighttime sighting by motorcyclist near Petersburg,Class A,2011-09-15T12:00:00Z,39.08002,-84.79574,Kentucky
33187,Report 33187: Dual sighting in late afternoon by deer hunter in tree stand near Lawrenceburg,Class A,2011-11-15T12:00:00Z,37.97699,-84.90234,Kentucky
33322,Report 33322: Nighttime sighting while leaving Lake Barkley State Park,Class A,2010-08-15T12:00:00Z,36.8216,-87.93167,Kentucky
34725,Report 34725: Ginseng hunter has an unexpected encounter near Blaine,Class A,2003-08-16T12:00:00Z,38.06181,-82.69125,Kentucky
38122,Report 38122: Nighttime sighting outside a residence north of Hayes Cemetery near Grayson,Class A,2012-12-08T12:00:00Z,38.2592,-83.41507,Kentucky
38980,Report 38980: Teen on four-wheeler has sighting on family property near Wallins,Class A,2013-01-10T12:00:00Z,36.83193,-83.42429,Kentucky
40278,Report 40278: Hunter in a ghillie suit on Pine Mountain has a close encounter,Class A,2006-12-09T12:00:00Z,37.00633,-83.56467,Kentucky
48811,Report 48811: Four-wheeler riders are observed by a tall white biped at dusk near Philpot,Class A,2015-09-01T12:00:00Z,37.65522,-86.93743,Kentucky
51739,Report 51739: Memory told of seeing the neighbor's dog going after a hairy biped while squirrel hunting near Greenup,Class A,1990-09-09T12:00:00Z,38.31738,-82.51773,Kentucky
55870,Report 55870: Sightings and constant activity at a home near Campbellsville,Class A,2017-01-29T12:00:00Z,37.51867,-86.05289,West Virginia
514,Report 514: Early evening sighting by motorist near Sorrento,Class A,2000-10-23T12:00:00Z,30.1878,-90.8493,Kentucky
1313,Report 1313:  creature walked directly towards witness.,Class A,1987-11-15T12:00:00Z,32.7817,-93.9467,Louisiana
1458,"Report 1458: A motorist observed a hunched over, brownish-red creature crossing the road #2. Cast made of a 12"" track, only a couple of days old, that was found 1/2 to 3/4 of a mile into the woods by BFRO investigator Scott Kessler",Class A,2000-04-05T12:00:00Z,31.6825,-92.3104,Louisiana
1459,Report 1459: Witness looked  up into the eyes of Bigfoot,Class A,1978-07-15T12:00:00Z,31.3799,-92.37835,Louisiana
1460,Report 1460: Two Large Creatures Were Seen Coming Out of Creek,Class A,1977-07-15T12:00:00Z,31.1375,-92.4976,Louisiana
1461,Report 1461: Witnesses saw Creature next to a Broken Tree,Class A,1981-06-01T12:00:00Z,31.3058,-92.4054,Louisiana
1501,"Report 1501: Two witnesses see a large, black creature while loading firewood on a truck",Class A,1977-11-15T12:00:00Z,32.8057,-92.40895,Louisiana
1502,"Report 1502: Five year old boy approached by a large, bi-pedal animal covered in dark hair",Class A,1979-07-15T12:00:00Z,31.1458,-93.2512,Louisiana
1536,Report 1536: Two teenage deer hunters have encounter while hunting,Class A,2000-11-18T12:00:00Z,31.6825,-92.3104,Louisiana
1537,Report 1537: Forest Service surveyor finds over 20 large foot prints along a forest service road,Class A,1996-12-06T12:00:00Z,31.4871,-92.3309,Louisiana
3631,"Report 3631: Late afternoon sighting by motorists, off I-49 20 miles south of Natchitoches",Class A,1993-03-05T12:00:00Z,31.6498,-93.0887,Louisiana
3777,Report 3777: Logger has two encounters over three day period,Class A,2000-08-22T12:00:00Z,31.4676,-92.2508,Louisiana
5609,Report 5609: Child has encounter while looking at the night sky,Class A,1985-07-01T12:00:00Z,31.3904,-92.3495,Louisiana
6530,Report 6530: Child has encounter while playing near a creek,Class A,1982-06-05T12:00:00Z,30.49905,-91.01565,Louisiana
7236,Report 7236: Pre-teens encounter 2 ape like creatures while exploring the woods,Class A,1980-07-05T12:00:00Z,31.14195,-93.2952,Louisiana
7715,Report 7715: Duck hunters have early morning encounter,Class A,1972-10-14T12:00:00Z,30.2576,-92.6221,Louisiana
9567,Report 9567: While taking dog outside witness sees large bipedal shadow next to his shed,Class A,2003-11-12T12:00:00Z,31.5831,-93.50845,Louisiana
13350,Report 13350: Hunter observes upright hairy creature in the Kisatchie National Forest,Class A,2005-12-22T12:00:00Z,32.0199,-92.914,Louisiana
23227,Report 23227: Daylight sighting by squirrel hunter outside Sarepta,Class A,1971-11-12T12:00:00Z,32.895,-93.45,Louisiana
23745,Report 23745: Man recounts boyhood sighting at home near Jigger,Class A,1980-06-15T12:00:00Z,32.0131,-91.14448,Louisiana
26124,Report 26124: Man recalls seeing a large creature walk across his yard near Tioga,Class A,1980-10-15T12:00:00Z,31.40304,-92.46844,Louisiana
48665,Report 48665: Woman has clear daytime view of a large Biped,Class A,2015-05-11T12:00:00Z,30.74715,-91.76733,Louisiana
56107,Report 56107: Memory told of a nighttime sighting while working as a police officer answering a prowler call in Marrero,Class A,1970-05-15T12:00:00Z,29.5385,-90.593,Louisiana
8717,Report 8717: Snowmobilers have daylight sighting near Ashburnham,Class A,1977-12-17T12:00:00Z,42.6688,-71.9023,Ohio
23732,Report 23732: Sundown sighting by motorists near Rhode Island state border,Class A,2008-05-15T12:00:00Z,42.01496,-71.58914,Massachusetts
26277,Report 26277: Night sighting by a motorist near Freetown,Class A,2010-07-06T12:00:00Z,41.74419,-70.95906,Massachusetts
44263,Report 44263: Road crossing and a close call with a vehicle during the day outside Hanson,Class A,2013-06-25T12:00:00Z,42.09091,-71.42092,Massachusetts
49697,Report 49697: Daytime sighting while traveling on US-7 North of Williamstown,Class A,2015-09-05T12:00:00Z,42.7396,-73.21289,Massachusetts
27702,Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Class A,2010-08-15T12:00:00Z,39.08414,-76.82731,Massachusetts
31814,Report 31814: Memories told of several incidents including an observation through a rifle scope while target practicing outside Street,Class A,1993-09-15T12:00:00Z,39.67183,-76.34047,Maryland
810,"Report 810: witness describes an ""ape-like"" creature along a road.",Class A,1997-11-15T12:00:00Z,43.74,-84.58583,Maryland
815,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Class A,1987-08-15T12:00:00Z,43.26806,-82.53083,Alberta
1811,"Report 1811: Witness and cousin see ""hairy brown man-like creature"" watching them",Class A,1977-09-15T12:00:00Z,43.59611,-84.42722,Michigan
2787,Report 2787: Horseback rider has close range sighting in jackpine forest,Class A,1991-08-01T12:00:00Z,46.61183,-87.73236,Michigan
2830,Report 2830: BF shakes bush and screams at 2 hunters,Class A,1972-11-15T12:00:00Z,43.79834,-84.2114,Michigan
2953,Report 2953: 2 witnesses see a BF at night in the headlights,Class A,2001-08-07T12:00:00Z,42.30472,-83.60472,Michigan
4325,"Report 4325: Nighttime sighting by three in car, near Mt. Pleasant",Class A,1990-10-20T12:00:00Z,43.5975,-84.66833,Michigan
4414,"Report 4414: Nighttime sighting by four witnesses, near Plainwell",Class A,2002-05-26T12:00:00Z,42.39472,-85.60028,Michigan
4502,Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,Class A,2002-06-12T12:00:00Z,43.235,-85.34194,Michigan
4613,Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,Class A,1980-08-12T12:00:00Z,44.4355,-84.7602,Michigan
5280,Report 5280: Two cars stop to let pair of BF cross the road.,Class A,2002-11-07T12:00:00Z,42.86361,-86.16861,Michigan
5321,"Report 5321: Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods.",Class A,1999-02-15T12:00:00Z,43.41444,-83.18583,Michigan
5652,Report 5652: Apelike creature seen by children on a sand dune near Caseville,Class A,1965-07-15T12:00:00Z,43.94111,-83.27139,Michigan
7096,Report 7096: Bikers have daylight sighting near Marquette.,Class A,1996-07-14T12:00:00Z,46.47182,-87.42407,Michigan
7399,Report 7399: Large Hairy Arm Knocks in Window Screen,Class A,1977-05-15T12:00:00Z,41.93,-84.35389,Michigan
7408,"Report 7408: Bigfoot tries to hide under brush, leaves legs exposed",Class A,2003-11-15T12:00:00Z,43.92736,-83.92834,Michigan
8389,Report 8389: Young man sees strange animal running down road under streetlight.,Class A,2004-03-27T12:00:00Z,42.40611,-83.58,Michigan
9872,Report 9872: Sisters have nighttime sighting near Buckley.,Class A,1998-08-10T12:00:00Z,44.51436,-85.82096,Michigan
10151,Report 10151: Motorist has nighttime sighting of animal near Marshall.,Class A,1974-09-16T12:00:00Z,42.323,-85.05965,Michigan
10904,Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,Class A,2003-11-17T12:00:00Z,44.36434,-84.05358,Michigan
15187,"Report 15187: Resident reports numerous incidents in his neighborhood outside Allen, near borders of MI, IN and OH",Class A,2006-04-11T12:00:00Z,41.9773,-84.7802,Michigan
15479,Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,Class A,1999-04-14T12:00:00Z,44.29188,-84.72922,Michigan
19938,Report 19938: Teenager views runner covered in hair near Michigamme,Class A,1971-07-15T12:00:00Z,46.5244,-88.16701,Michigan
20002,Report 20002: Afternoon highway crossing near Felch,Class A,1965-07-01T12:00:00Z,46.01398,-87.98718,Michigan
20100,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),Class A,1990-10-01T12:00:00Z,46.09045,-87.48289,Michigan
20173,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",Class A,1979-06-01T12:00:00Z,45.91515,-84.87524,Michigan
20202,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,Class A,1982-10-01T12:00:00Z,45.9642,-87.3289,Michigan
20423,Report 20423: Sighting by two teenagers in woods near Albion,Class A,1979-10-18T12:00:00Z,42.3125,-84.7378,Michigan
20457,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,Class A,1977-01-01T12:00:00Z,46.34575,-85.95865,Michigan
21271,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A,1986-07-01T12:00:00Z,46.56725,-85.589,Michigan
21792,Report 21792: Night Time Sighting by Motorist - South of Lupton,Class A,2008-10-22T12:00:00Z,44.41835,-84.40335,Michigan
22802,Report 22802: Man recalls spotting a sasquatch watching him while hunting deer north of Grand Rapids,Class A,2008-10-06T12:00:00Z,43.21,-85.41,Michigan
22973,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Class A,1993-06-07T12:00:00Z,46.3126,-86.5228,Michigan
23481,Report 23481: Juvenile Bigfoot crosses road and clears a fence near Fowlerville,Class A,1978-07-01T12:00:00Z,42.68505,-84.04025,Michigan
23530,Report 23530: Man recalls childhood incident near Grayling,Class A,1973-05-01T12:00:00Z,44.7,-84.71,Michigan
23929,Report 23929: Dusk sighting by two women near Three Lakes (w/sketch by artist),Class A,1970-09-01T12:00:00Z,46.56913,-88.28403,Michigan
24127,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Class A,2002-09-15T12:00:00Z,46.18968,-85.97613,Michigan
24238,Report 24238: Man recalls multi-witness sighting in teen years near Manistique,Class A,1962-04-01T12:00:00Z,45.964,-86.1437,Michigan
24776,"Report 24776: Near Bendon, woman and daughter recall their daylight sighting from automobile",Class A,1985-05-15T12:00:00Z,44.62845,-85.86292,Michigan
24854,Report 24854: Dusk sighting by two teenagers participating in the Youth Deer Hunt near Wolverine,Class A,2008-10-16T12:00:00Z,45.1475,-84.425,Michigan
24868,Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,Class A,2008-10-12T12:00:00Z,44.76,-84.12485,Michigan
25031,Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,Class A,2008-11-18T12:00:00Z,44.565,-83.845,Michigan
25298,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Class A,2009-07-16T12:00:00Z,44.17335,-84.6,Michigan
25622,Report 25622: Two men see a bigfoot cross a road near Rose City,Class A,1997-10-01T12:00:00Z,44.5256,-84.06493,Michigan
25651,Report 25651: Man tells of sighting of two creatures while shining for deer near Beaverton,Class A,1996-10-01T12:00:00Z,43.87,-84.355,Michigan
26245,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Class A,1986-09-01T12:00:00Z,43.45135,-85.12935,Michigan
26372,Report 26372: Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo,Class A,1983-08-15T12:00:00Z,43.1095,-84.9825,Michigan
27009,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,Class A,2010-07-26T12:00:00Z,44.94835,-84.165,Michigan
27783,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Class A,2010-10-09T12:00:00Z,44.59665,-84.0415,Michigan
28373,Report 28373: Woman recalls her early morning sighting of a sasquatch east of Brimley,Class A,2011-02-21T12:00:00Z,46.37165,-84.91665,Michigan
28668,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,Class A,2011-05-23T12:00:00Z,44.76665,-85.00165,Michigan
29091,Report 29091: Motorist is shocked by sighting on I-75 between Wolverine & Indian River,Class A,2009-07-17T12:00:00Z,45.35665,-84.605,Michigan
29178,Report 29178: Passenger recalls a nighttime sighting near Brooklyn.,Class A,1980-11-16T12:00:00Z,42.068,-84.22701,Michigan
29409,Report 29409: Woman remembers childhood sighting near Rogers City,Class A,1967-05-17T12:00:00Z,45.40985,-83.85985,Michigan
29615,Report 29615: Nighttime sighting remembered while driving southeast of Kalkaska,Class A,2011-06-29T12:00:00Z,44.525,-85.075,Michigan
30090,"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",Class A,2009-11-15T12:00:00Z,44.22671,-86.10172,Michigan
30753,Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,Class A,2011-11-05T12:00:00Z,45,-85,Michigan
30902,Report 30902: Nighttime sighting on CR550 outside Marquette,Class A,2002-11-15T12:00:00Z,46.60424,-87.46171,Michigan
31025,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Class A,2010-08-15T12:00:00Z,46.19183,-86.21193,Michigan
31444,Report 31444: Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,Class A,1978-07-15T12:00:00Z,41.871,-84.2995,Michigan
31603,Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,Class A,2011-07-15T12:00:00Z,43.674,-86.4565,Michigan
33611,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,Class A,2003-07-15T12:00:00Z,45.351,-83.4885,Michigan
35282,Report 35282: Close encounter experienced while waiting for the school bus near Marion,Class A,2009-05-04T12:00:00Z,44.1305,-85.2165,Michigan
35387,Report 35387: Late afternoon sighting by two brothers near Baldwin,Class A,2012-07-15T12:00:00Z,44.0559,-85.92196,Michigan
37553,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,Class A,1974-03-15T12:00:00Z,42.225,-85.6885,Michigan
40204,Report 40204: Daylight sighting by a young man fishing near Whittemore,Class A,2013-04-11T12:00:00Z,44.2725,-83.89001,Michigan
43798,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Class A,1984-10-01T12:00:00Z,44.38367,-86.19037,Michigan
45572,Report 45572: Teens shining for deer have a scary encounter near Kingsley,Class A,2000-10-21T12:00:00Z,44.50587,-85.51546,Michigan
55598,Report 55598: Trapper has a daylight sighting while driving near Wakefield,Class A,2016-08-15T12:00:00Z,46.3018,-89.91997,Michigan
4379,Report 4379: Two witnesses have a daylight encounter in their camp near Spring Valley,Class A,2002-05-19T12:00:00Z,43.80075,-92.36145,Michigan
9012,Report 9012: Vocalizations heard and animal observed near Hibbing.,Class A,2004-07-17T12:00:00Z,47.27147,-93.02428,Minnesota
13049,Report 13049: Daylight sighting by squirrel hunter near Spring Valley,Class A,2005-10-08T12:00:00Z,43.80075,-92.36145,Minnesota
16566,Report 16566: Dusk sighting by cyclist north of the town of Virginia,Class A,2006-11-10T12:00:00Z,47.5754,-92.53,Minnesota
17551,"Report 17551: Daylight sighting by a couple, on a frozen lake near Centerville.",Class A,2000-02-21T12:00:00Z,45.1836,-93.06226,Minnesota
25323,Report 25323: A family is chased by a sasquatch near Wadena.,Class A,1992-08-15T12:00:00Z,46.50385,-95.11484,Minnesota
25336,Report 25336: Daylight sighting of a creature walkng down the road as they pull out of their driveway near Bermidji,Class A,2010-12-04T12:00:00Z,47.43842,-94.98708,Minnesota
28711,Report 28711: Memory told of seeing an upright figure walk into a shooting lane while hunting near Nashwauk,Class A,1970-11-01T12:00:00Z,47.52522,-93.25262,Minnesota
31166,Report 31166: Husband and wife experience an up-close daylight sighting on Hwy. 7 north of Bovey,Class A,2009-08-16T12:00:00Z,47.5,-93,Minnesota
43975,Report 43975: Daylight sighting while scouting hunting locations near Skibo,Class A,2012-09-03T12:00:00Z,47.4284,-92.01759,Minnesota
496,Report 496: Campers see large figure cross river in moonlight,Class A,1977-08-15T12:00:00Z,37.8597,-91.432,Missouri
1099,Report 1099: Campsite intrusion near river.,Class A,1986-06-15T12:00:00Z,38.04414,-92.97639,Missouri
1118,Report 1118: Witness saw man-like creature in a corn field.,Class A,1997-06-15T12:00:00Z,39.8397,-91.6533,Missouri
1120,Report 1120: Sasquatch encountered standing by porch,Class A,1971-06-01T12:00:00Z,36.6,-91.2,Missouri
1135,Report 1135: A man gathering firewood for his campsite with his ATV encounters a large ape-like animal in a creek bed,Class A,1991-03-31T12:00:00Z,39.29007,-91.09014,Missouri
1136,Report 1136: Creature seen stepping over four foot barbed wire fence near the town of Louisiana,Class A,1972-07-15T12:00:00Z,39.3735,-91.093,Missouri
1138,"Report 1138: Family witness a 7-8 foot tall creature, covered with hair, standing in the middle of the road",Class A,1989-02-15T12:00:00Z,37.82861,-92.20055,Missouri
1141,Report 1141: Two six foot tall creatures seen by witness.,Class A,1982-07-15T12:00:00Z,38.0944,-93.5577,Missouri
1148,"Report 1148: Family camping encounter large, fur covered creature. Footprints are discovered at the campsite",Class A,1977-08-15T12:00:00Z,37.9939,-93.8794,Missouri
1150,"Report 1150: Ape-like creature seen by a motorist crossing the road and enter a wooded area near Ozora, Missouri",Class A,2000-05-31T12:00:00Z,37.8602,-90.0329,Missouri
1158,Report 1158: Child encounters a man-like creature in a shed.,Class A,1956-10-15T12:00:00Z,38.039,-90.7517,Missouri
1356,Report 1356: Husband and wife observe sasquatch at river's edge,Class A,1976-08-01T12:00:00Z,38.655,-90.675,Missouri
2036,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",Class A,1988-06-01T12:00:00Z,37.07354,-93.13545,Missouri
2180,Report 2180: Two sisters witness bipedal animal walk through yard,Class A,1977-09-01T12:00:00Z,37.11433,-93.71506,Missouri
3483,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",Class A,1975-10-15T12:00:00Z,38.81124,-92.59781,Missouri
4421,Report 4421: Soldier in basic training has daylight sighting at Fort Leonard Wood.,Class A,1982-05-15T12:00:00Z,37.714,-92.173,Missouri
5085,Report 5085: Family has nighttime sighting near Gainesville.,Class A,2004-12-05T12:00:00Z,36.615,-92.425,Missouri
5286,Report 5286: Meteor watchers see large two-legged dark creature approach vehicle near Springfield,Class A,2002-08-09T12:00:00Z,37.0968,-93.4303,Missouri
5552,Report 5552: Youth bicyclist has daytime sighting near Gravois Mills.,Class A,2004-11-20T12:00:00Z,38.3085,-92.8254,Missouri
6194,Report 6194: Two decades separate sightings of father and son at farm,Class A,2003-04-11T12:00:00Z,38.28,-91.6253,Missouri
7766,Report 7766: Motorist has daylight sighting near Marceline.,Class A,2004-11-21T12:00:00Z,39.7557,-92.9282,Missouri
8890,Report 8890: Truck driver has daylight sighting on country road near Marys Home.,Class A,2004-12-05T12:00:00Z,38.305,-92.411,Missouri
9502,Report 9502: Young horse rider has daytime sighting near Ash Grove.,Class A,2004-12-05T12:00:00Z,37.3317,-93.614,Missouri
9840,Report 9840: Nighttime sighting on country dirt road,Class A,2004-12-06T12:00:00Z,36.8133,-93.8232,Missouri
9941,Report 9941: Couple has car shaken and sees large animal up close near Tebbetts.,Class A,2004-12-06T12:00:00Z,38.62,-91.96238,Missouri
10927,Report 10927: Bow hunter observes animal lying down in the Creve Coeur bottoms.,Class A,2005-10-15T12:00:00Z,38.69428,-90.52987,Missouri
12470,Report 12470: Fisherman has daytime sighting west of Mt. Vernon,Class A,1997-07-19T12:00:00Z,37.117,-93.894,Missouri
12528,Report 12528: Campers have a night-time encounter in Mark Twain National Forest,Class A,1998-04-25T12:00:00Z,36.66708,-90.9525,Missouri
15075,Report 15075: School teacher remembers his close encounter with a sasquatch while hunting near Cape Fair,Class A,1975-07-15T12:00:00Z,36.67065,-93.65774,Missouri
15610,Report 15610: Children see creature emerging from abandoned barn near Caruthersville.,Class A,1960-08-15T12:00:00Z,36.00565,-89.67815,Tennessee
16294,Report 16294: Mushroom hunter has early morning sighting near Festus.,Class A,1999-04-15T12:00:00Z,38.22635,-90.39488,Missouri
18219,"Report 18219: Motorist sighting near Missouri River Bluffs (@ ""Monkey Mountains"")",Class A,2007-07-17T12:00:00Z,39.859,-94.856,Missouri
18278,Report 18278: Late night sighting by young couple in a parked car on a rural lane outside Kelso.,Class A,1994-11-11T12:00:00Z,37.286,-89.6075,Missouri
18442,Report 18442: Memory told of being chased on a farm near Ava,Class A,1986-08-14T12:00:00Z,36.94109,-92.7622,Missouri
19695,Report 19695: Dusk sighting by motorist on Hwy 32 near Fair Play.,Class A,2007-04-15T12:00:00Z,37.664,-93.684,Missouri
22448,Report 22448: Early morning sighting near Scott City Diversion Canal,Class A,1969-07-16T12:00:00Z,37.236,-89.55949,Missouri
23686,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,Class A,2005-11-18T12:00:00Z,37.87153,-93.82087,Missouri
23836,Report 23836: Several incidents experienced by father and son outside St. Louis,Class A,1976-10-20T12:00:00Z,38.73802,-90.53249,Missouri
24404,Report 24404: Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest,Class A,1967-07-30T12:00:00Z,36.97061,-92.09264,Missouri
24879,Report 24879: Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell,Class A,2005-08-25T12:00:00Z,37.79465,-90.79886,Missouri
26962,Report 26962: Childhood face to face encounter at dusk in the river bottoms of Bootheel,Class A,1961-10-15T12:00:00Z,36.06055,-89.98725,Missouri
27089,Report 27089: Nighttime sighting at City Lake Park outside Sullivan,Class A,2009-10-15T12:00:00Z,38.2081,-91.16042,Missouri
27125,Report 27125: Late night Winter sighting by pedestrian along W. Nifong Blvd. in Columbia,Class A,2008-01-20T12:00:00Z,38.9099,-92.36771,Missouri
27410,Report 27410:  Man recalls his brief daylight sighting outside Bloomfield,Class A,1986-01-14T12:00:00Z,36.87593,-89.86899,Missouri
27785,Report 27785: Nighttime roadside sighting by a motorist outside Joplin,Class A,2010-06-22T12:00:00Z,37.03575,-94.52888,Missouri
28080,Report 28080: Woman remembers evening sighting while driving on Hwy. T near Oxly,Class A,1983-10-25T12:00:00Z,38.21285,-90.66216,Missouri
28210,Report 28210: Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,Class A,2010-09-12T12:00:00Z,36.51627,-94.60989,Missouri
28689,Report 28689: Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City,Class A,1999-06-30T12:00:00Z,38.56724,-92.07335,Missouri
29980,Report 29980: Hunter remembers his lengthy daylight sighting through binoculars near Dora,Class A,1980-10-27T12:00:00Z,36.8109,-92.3046,Missouri
30573,Report 30573: Bowhunter recalls dusk encounter on creek dike near Oak Grove,Class A,1991-10-19T12:00:00Z,39.04035,-94.16049,Missouri
31201,Report 31201: Night road crossing observed near El Dorado Springs,Class A,2011-11-22T12:00:00Z,37.85524,-94.11218,Missouri
36572,Report 36572: Trucker has nighttime sighting outside the city of Nevada,Class A,2012-09-18T12:00:00Z,37.84203,-94.6028,Missouri
36761,Report 36761: Memory told of a close encounter while deer hunting east of Salem,Class A,1971-11-17T12:00:00Z,37.39315,-91.3012,Missouri
36838,Report 36838: Man returns home at night to find a tall figure standing by his deer lick outside Farmington,Class A,2012-10-15T12:00:00Z,37.40025,-90.23058,Missouri
40087,Report 40087: Man recalls encounters while camping with his hunting party south of Cabool,Class A,1982-11-15T12:00:00Z,37.02496,-92.11988,Missouri
40177,Report 40177: Early morning road crossing north of Branson,Class A,2013-10-15T12:00:00Z,36.39835,-93.14626,Arkansas
40306,Report 40306: Man observes with his binoculars a large hairy biped at the James A. Reed Wildlife Area,Class A,2013-03-08T12:00:00Z,38.5229,-94.19245,Missouri
